match_key_type,match_key,factgrid_qid,factgrid_qid_number,source_label,source_aliases_en,source_cdli_id_raw,source_oare_id,source_b_number
cdli_id,P535297,Q1364046,1364046,Cuneiform Tablet Kt m/k 126,Kt m/k 126 | P535297 | Cuneiform Tablet Kt m/k 126,P535297,34f2c0ee-625f-4ca4-8d51-30ac065f0863,B004545
cdli_id,P535298,Q1366161,1366161,Cuneiform Tablet Kt m/k 127,Kt m/k 127 | P535298 | Cuneiform Tablet Kt m/k 127,P535298,888bc666-5bac-4a93-b1e6-a13676c6ec7b,B006675
cdli_id,P535299,Q1366999,1366999,Cuneiform Tablet Kt m/k 128,Kt m/k 128 | P535299 | Cuneiform Tablet Kt m/k 128,P535299,ad3ade77-a699-411d-b39d-5b83cd454488,B007511
cdli_id,P535300,Q1364054,1364054,Cuneiform Tablet Kt m/k 129,Kt m/k 129 | P535300 | Cuneiform Tablet Kt m/k 129,P535300,357c7421-4981-4824-b11c-82610e758168,B004553
cdli_id,P535301,Q1365688,1365688,Cuneiform Tablet Kt m/k 130,Kt m/k 130 | P535301 | Cuneiform Tablet Kt m/k 130,P535301,7559ca2e-c19f-4b64-8977-b0fbae84bc57,B006199
cdli_id,P535302,Q1367606,1367606,Cuneiform Tablet Kt m/k 131,Kt m/k 131 | P535302 | Cuneiform Tablet Kt m/k 131,P535302,c4673b06-d95b-4599-a831-3a513a627092,B008121
cdli_id,P535303,Q1364897,1364897,Cuneiform Tablet Kt m/k 132,Kt m/k 132 | P535303 | Cuneiform Tablet Kt m/k 132,P535303,563474dd-c596-4557-8706-f28abc359db3,B005403
cdli_id,P535304,Q1365765,1365765,Cuneiform Tablet Kt m/k 133,Kt m/k 133 | P535304 | Cuneiform Tablet Kt m/k 133,P535304,7875a470-e62d-488a-a73e-518775bd03ed,B006277
cdli_id,P535305,Q1365588,1365588,Cuneiform Tablet Kt m/k 134,Kt m/k 134 | P535305 | Cuneiform Tablet Kt m/k 134,P535305,7159f4a4-3074-4bab-980f-44cedf043d7c,B006098
cdli_id,P535306,Q1368629,1368629,Cuneiform Tablet Kt m/k 135,Kt m/k 135 | kt m/k 135A&B | P535306 | Cuneiform Tablet Kt m/k 135,P535306,f01dbe1e-6d03-46b4-875d-4c3037c5c296,B009150
cdli_id,P535307,Q1363063,1363063,Cuneiform Tablet Kt m/k 136,Kt m/k 136 | P535307 | Cuneiform Tablet Kt m/k 136,P535307,0b04c253-e2fa-4c7c-ad9b-1fb55b73cbea,B003575
cdli_id,P535308,Q1364552,1364552,Cuneiform Tablet Kt m/k 137,Kt m/k 137 | P535308 | Cuneiform Tablet Kt m/k 137,P535308,48ddcccc-1f5e-42ce-bf9b-5e0f4f050de5,B005052
cdli_id,P535309,Q1365845,1365845,Cuneiform Tablet Kt m/k 139,Kt m/k 139 | P535309 | Cuneiform Tablet Kt m/k 139,P535309,7bc18b68-4864-4d61-b432-a49f93590113,B006357
cdli_id,P535310,Q1362864,1362864,Cuneiform Tablet Kt m/k 140,Kt m/k 140 | P535310 | Cuneiform Tablet Kt m/k 140,P535310,035e7c28-88fd-4186-8570-6244bc903fec,B003376
cdli_id,P535311,Q1367452,1367452,Cuneiform Tablet Kt m/k 141,Kt m/k 141 | P535311 | Cuneiform Tablet Kt m/k 141,P535311,bf30ceb6-8ab7-49af-a177-9f85a94eadc7,B007965
cdli_id,P535312,Q1366602,1366602,Cuneiform Tablet Kt m/k 142,Kt m/k 142 | P535312 | Cuneiform Tablet Kt m/k 142,P535312,9aee5c30-72a9-4755-8e55-094109124137,B007117
cdli_id,P535313,Q1364195,1364195,Cuneiform Tablet Kt m/k 143,Kt m/k 143 | P535313 | Cuneiform Tablet Kt m/k 143,P535313,3b37f66a-a06b-43a8-8913-5ded38894b1d,B004694
cdli_id,P535314,Q1368106,1368106,Cuneiform Tablet Kt m/k 144,Kt m/k 144 | P535314 | Cuneiform Tablet Kt m/k 144,P535314,d95073ab-89d5-4c65-99e8-c605adbf6ff6,B008623
cdli_id,P535315,Q1362850,1362850,Cuneiform Tablet Kt m/k 146,Kt m/k 146 | P535315 | Cuneiform Tablet Kt m/k 146,P535315,028e8076-de11-4918-a18c-9fe1e4070fb2,B003362
cdli_id,P535316,Q1365526,1365526,Cuneiform Tablet Kt m/k 147,Kt m/k 147 | P535316 | Cuneiform Tablet Kt m/k 147,P535316,6f267c72-de38-49ca-b605-5c258470c395,B006036
cdli_id,P535317,Q1363440,1363440,Cuneiform Tablet Kt m/k 148,Kt m/k 148 | P535317 | Cuneiform Tablet Kt m/k 148,P535317,19c27b9f-48c6-49f8-aa67-4198c6a5e775,B003934
cdli_id,P535318,Q1367641,1367641,Cuneiform Tablet Kt m/k 15,Kt m/k 15 | P535318 | Cuneiform Tablet Kt m/k 15,P535318,c595c3ad-86ed-45bc-991f-0d0978db406f,B008156
cdli_id,P535320,Q1365315,1365315,Cuneiform Tablet Kt m/k 151,Kt m/k 151 | P535320 | Cuneiform Tablet Kt m/k 151,P535320,66fad24d-e92f-4b3d-b991-72f0f0e65974,B005824
cdli_id,P535321,Q1367692,1367692,Cuneiform Tablet Kt m/k 152,Kt m/k 152 | P535321 | Cuneiform Tablet Kt m/k 152,P535321,c7e9bba2-9979-4078-840f-bed81c4a8931,B008207
cdli_id,P535322,Q1363368,1363368,Cuneiform Tablet Kt m/k 153,Kt m/k 153 | P535322 | Cuneiform Tablet Kt m/k 153,P535322,17384d25-d3bd-4c87-9832-fc4d9b09a6d8,B003861
cdli_id,P535323,Q1365911,1365911,Cuneiform Tablet Kt m/k 154,Kt m/k 154 | P535323 | Cuneiform Tablet Kt m/k 154,P535323,7e210ec4-bc7f-4f22-ae37-1d93c6e7c01e,B006423
cdli_id,P535324,Q1366219,1366219,Cuneiform Tablet Kt m/k 155,Kt m/k 155 | P535324 | Cuneiform Tablet Kt m/k 155,P535324,8af743f1-b45e-41e0-bd5f-2d97187d55de,B006733
cdli_id,P535325,Q1363766,1363766,Cuneiform Tablet Kt m/k 156,Kt m/k 156 | P535325 | Cuneiform Tablet Kt m/k 156,P535325,28285684-0fe9-44f9-a103-97f44a9bdaea,B004264
cdli_id,P535326,Q1366408,1366408,Cuneiform Tablet Kt m/k 157,Kt m/k 157 | P535326 | Cuneiform Tablet Kt m/k 157,P535326,93b71806-89f8-42ae-98e6-243e5396e9e1,B006923
cdli_id,P535327,Q1368784,1368784,Cuneiform Tablet Kt m/k 158,Kt m/k 158 | P535327 | Cuneiform Tablet Kt m/k 158,P535327,f64fd2d1-cec5-40a6-ad18-613d1140d547,B009306
cdli_id,P535328,Q1365217,1365217,Cuneiform Tablet Kt m/k 162,Kt m/k 162 | P535328 | Cuneiform Tablet Kt m/k 162,P535328,634da8f0-5520-4d99-9b04-58cc647a526a,B005726
cdli_id,P535329,Q1363213,1363213,Cuneiform Tablet Kt m/k 163,Kt m/k 163 | P535329 | Cuneiform Tablet Kt m/k 163,P535329,1086aaf0-3140-4700-a997-c8fd242d1ed6,B003706
cdli_id,P535330,Q1367159,1367159,Cuneiform Tablet Kt m/k 164,Kt m/k 164 | P535330 | Cuneiform Tablet Kt m/k 164,P535330,b36d1d6f-b878-4820-a12e-041ce8b6268a,B007671
cdli_id,P535331,Q1367162,1367162,Cuneiform Tablet Kt m/k 165b,Kt m/k 165b | P535331 | Cuneiform Tablet Kt m/k 165b,P535331,b37fdcd9-7fec-415f-b8e1-f527742778a8,B007674
cdli_id,P535332,Q1362927,1362927,Cuneiform Tablet Kt m/k 166,Kt m/k 166 | P535332 | Cuneiform Tablet Kt m/k 166,P535332,054d512e-a244-496a-8541-5e625b2cfa9a,B003439
cdli_id,P535333,Q1365869,1365869,Cuneiform Tablet Kt m/k 167,Kt m/k 167 | P535333 | Cuneiform Tablet Kt m/k 167,P535333,7cbdf6eb-c5d0-4b96-8bb8-6adab0deeef2,B006381
cdli_id,P535334,Q1366055,1366055,Cuneiform Tablet Kt m/k 168,Kt m/k 168 | P535334 | Cuneiform Tablet Kt m/k 168,P535334,849403e6-6b3b-4a4c-916e-056526d39082,B006567
cdli_id,P535335,Q1366958,1366958,Cuneiform Tablet Kt m/k 169,Kt m/k 169 | P535335 | Cuneiform Tablet Kt m/k 169,P535335,ab514132-1671-4232-a482-bbb0cc23f9e6,B007469
cdli_id,P535336,Q1368476,1368476,Cuneiform Tablet Kt m/k 170,Kt m/k 170 | P535336 | Cuneiform Tablet Kt m/k 170,P535336,e9ea0160-5e04-4ac2-9f36-8f65d888407b,B008996
cdli_id,P535337,Q1366680,1366680,Cuneiform Tablet Kt m/k 172,Kt m/k 172 | P535337 | Cuneiform Tablet Kt m/k 172,P535337,9e34fdb1-e863-432b-9dba-6b1045c462b8,B007195
cdli_id,P535338,Q1363590,1363590,Cuneiform Tablet Kt m/k 173a,Kt m/k 173a | P535338 | Cuneiform Tablet Kt m/k 173a,P535338,20b34992-0634-485f-8a81-f9d7f111d8b8,B004085
cdli_id,P535339,Q1363585,1363585,Cuneiform Tablet Kt m/k 174b,Kt m/k 174b | P535339 | Cuneiform Tablet Kt m/k 174b,P535339,20720903-828d-482f-96c9-da0116c9a57c,B004080
cdli_id,P535340,Q1365566,1365566,Cuneiform Tablet Kt m/k 175,Kt m/k 175 | P535340 | Cuneiform Tablet Kt m/k 175,P535340,70a9439f-f208-4eba-963c-cce093fc571a,B006076
cdli_id,P535342,Q1365421,1365421,Cuneiform Tablet Kt m/k 178,Kt m/k 178 | P535342 | Cuneiform Tablet Kt m/k 178,P535342,6b3cfb6c-b6eb-48e0-a4ef-056913c64e10,B005931
cdli_id,P535344,Q1366150,1366150,Cuneiform Tablet Kt m/k 180,Kt m/k 180 | P535344 | Cuneiform Tablet Kt m/k 180,P535344,8812d193-8825-4f25-95bb-f3eede17283b,B006664
cdli_id,P535345,Q1364836,1364836,Cuneiform Tablet Kt m/k 181,Kt m/k 181 | P535345 | Cuneiform Tablet Kt m/k 181,P535345,53a2472e-b877-4a9e-866a-860e7ef055ca,B005342
cdli_id,P535346,Q1367218,1367218,Cuneiform Tablet Kt m/k 182,Kt m/k 182 | P535346 | Cuneiform Tablet Kt m/k 182,P535346,b58a7ebe-03ef-4700-be71-f78dbee38f8b,B007731
cdli_id,P535347,Q1367908,1367908,Cuneiform Tablet Kt m/k 183,Kt m/k 183 | P535347 | Cuneiform Tablet Kt m/k 183,P535347,d10b8f60-308b-41a9-95eb-7c119a899d52,B008424
cdli_id,P535348,Q1364316,1364316,Cuneiform Tablet Kt m/k 184,Kt m/k 184 | P535348 | Cuneiform Tablet Kt m/k 184,P535348,3fefc7ec-f8de-4970-b340-4dbcf2a32613,B004816
cdli_id,P535349,Q1366779,1366779,Cuneiform Tablet Kt m/k 185,Kt m/k 185 | P535349 | Cuneiform Tablet Kt m/k 185,P535349,a277c197-3039-4683-99ce-240f892acd4d,B007295
cdli_id,P535350,Q1363745,1363745,Cuneiform Tablet Kt 92/k 1036,"Kt 92/k 1036 | ArAn 14/1, 85-86 | P535350 | AMM 1-888-92 | Cuneiform Tablet Kt 92/k 1036",P535350,27173f4e-643b-4ff7-8663-3a604a9397f1,B004243
cdli_id,P535351,Q1367866,1367866,Cuneiform Tablet Kt 92/k 1035,"Kt 92/k 1035 | ArAn 14/1, 89-90 | P535351 | AMM 1-887-92 | Cuneiform Tablet Kt 92/k 1035",P535351,cf8ad7fc-176c-490e-b478-f26b86a095d9,B008382
cdli_id,P535352,Q1367689,1367689,Cuneiform Tablet Kt b/k 47,"Kt b/k 47 | ArAn 13 103 | ArAn 13/2, 101-122 no. 1 | P535352 | Cuneiform Tablet Kt b/k 47",P535352,c7ce3a34-fbb7-49ca-950a-38b7046f4dd5,B008204
cdli_id,P535353,Q1363273,1363273,Cuneiform Tablet Kt b/k 90,"Kt b/k 90 | ArAn 13 105 | ArAn 13/2, 101-122 no. 2 | P535353 | Cuneiform Tablet Kt b/k 90",P535353,1324bd43-f4bd-41e8-9beb-87ba2867ee6b,B003766
cdli_id,P535354,Q1367885,1367885,Cuneiform Tablet Kt b/k 38a,"Kt b/k 38a | ArAn 13 106 | ArAn 13/2, 101-122 no. 3A & 3B | P535354 | Cuneiform Tablet Kt b/k 38a",P535354,d073bb55-a9e3-4bb5-a422-b115eae32767,B008401
cdli_id,P535355,Q1366442,1366442,Cuneiform Tablet Kt b/k 226,"Kt b/k 226 | ArAn 13 109 | ArAn 13/2, 101-122 no. 4 | P535355 | Cuneiform Tablet Kt b/k 226",P535355,9528b82f-5ef1-4f55-b4dd-9f4e6fe809c2,B006957
cdli_id,P535356,Q1367302,1367302,Cuneiform Tablet Kt b/k 35,Kt b/k 35 | ArAn 13 110 | P535356 | Cuneiform Tablet Kt b/k 35,P535356,b8d7b85d-8555-4d55-9e44-e843d06e9658,B007815
cdli_id,P535357,Q1365807,1365807,Cuneiform Tablet Kt b/k 147a,"Kt b/k 147a | ArAn 13 111 | ArAn 13/2, 101-122 no. 6A & 6B | P535357 | Cuneiform Tablet Kt b/k 147a",P535357,7a0b9df5-8a5d-4029-879f-4ec15296e743,B006319
cdli_id,P535358,Q1368717,1368717,Cuneiform Tablet Kt b/k 205,"Kt b/k 205 | ArAn 13 113 | ArAn 13/2, 101-122 no. 7 | P535358 | Cuneiform Tablet Kt b/k 205",P535358,f3a3197f-a281-4778-964a-2480b78a44ac,B009238
cdli_id,P535359,Q1372104,1372104,Cuneiform Tablet Kt b/k 273,"Kt b/k 273 | ArAn 13 113-14 | ArAn 13/2, 101-122 no. 8 | P535359 | Cuneiform Tablet Kt b/k 273",P535359,ea94da55-ee49-4562-85b2-e994992b7fee,B012662
cdli_id,P535360,Q1365471,1365471,Cuneiform Tablet Kt b/k 272b,"Kt b/k 272b | ArAn 13 119 | ArAn 13/2, 101-122 no. 10A & 10B | P535360 | Cuneiform Tablet Kt b/k 272b",P535360,6d0cdb85-f603-4b27-9c53-58dd73a6e7f6,B005981
cdli_id,P535362,Q1363124,1363124,Cuneiform Tablet Kt 88/k 455,"Kt 88/k 455 | ArAn 12 5-6 | ArAn 12/2, 31-52 no. 1 | P535362 | Cuneiform Tablet Kt 88/k 455",P535362,0da13ab5-5f3d-444d-97a4-fc4d31bc596f,B003636
cdli_id,P535363,Q1364962,1364962,Cuneiform Tablet Kt 88/k 531a,"Kt 88/k 531a | ArAn 12 11 | ArAn 12/2, 31-52 no. 5a | P535363 | Cuneiform Tablet Kt 88/k 531a",P535363,588e7b1b-a25d-4a0c-95aa-9a5bfb03b751,B005469
cdli_id,P535364,Q1367963,1367963,Cuneiform Tablet Kt 88/k 458,"Kt 88/k 458 | ArAn 12 13 | ArAn 12/2, 31-52 no. 6 | P535364 | Cuneiform Tablet Kt 88/k 458",P535364,d34dae29-9f6d-4c5b-b089-1162bc31b76c,B008480
cdli_id,P535369,Q1363061,1363061,Cuneiform Tablet Kt 88/k 51 (AKT 7a 216),Kt 88/k 51 | AKT 7a 216 | P535369 | Cuneiform Tablet Kt 88/k 51 (AKT 7a 216),P535369,0ac7ed81-5e46-47cf-8de4-c58df1a285bc,B003573
cdli_id,P535373,Q1365350,1365350,Cuneiform Tablet Kt 94/k 571 (AKT 6d 736),Kt 94/k 571 | AKT 6d 736 | P535373 | Cuneiform Tablet Kt 94/k 571 (AKT 6d 736),P535373,6866aa1e-6750-45b7-9100-8b5413832f53,B005859
cdli_id,P535374,Q1366912,1366912,Cuneiform Tablet Kt 94/k 583 (AKT 6d 793),Kt 94/k 583 | AKT 6d 793 | P535374 | Cuneiform Tablet Kt 94/k 583 (AKT 6d 793),P535374,a93b300c-44b3-433f-a65a-42b1fab8a413,B007423
cdli_id,P535375,Q1364091,1364091,Cuneiform Tablet Kt 94/k 591a (AKT 6d 767),Kt 94/k 591a | AKT 6d 767 | P535375 | Cuneiform Tablet Kt 94/k 591a (AKT 6d 767),P535375,37153501-45ca-4166-bd79-3a5739701ce7,B004590
cdli_id,P535376,Q1362881,1362881,Cuneiform Tablet Kt 94/k 597b (AKT 6d 752),Kt 94/k 597b | AKT 6d 752 | P535376 | Cuneiform Tablet Kt 94/k 597b (AKT 6d 752),P535376,03f9ecf0-9c9e-461a-821c-aa0cde9398d3,B003393
cdli_id,P535377,Q1365293,1365293,Cuneiform Tablet Kt 94/k 598b (AKT 6d 782),Kt 94/k 598b | AKT 6d 782 | P535377 | Cuneiform Tablet Kt 94/k 598b (AKT 6d 782),P535377,663b7b7c-89bb-4e3e-af86-b3d172b2c146,B005802
cdli_id,P535378,Q1366232,1366232,Cuneiform Tablet Kt 94/k 600b (AKT 6d 739),Kt 94/k 600b | AKT 6d 739 | P535378 | Cuneiform Tablet Kt 94/k 600b (AKT 6d 739),P535378,8b7ff8b5-f277-47f1-91e3-39c5161b5c4a,B006746
cdli_id,P535379,Q1366752,1366752,Cuneiform Tablet Kt 94/k 602 (AKT 6d 801),Kt 94/k 602 | AKT 6d 801 | P535379 | Cuneiform Tablet Kt 94/k 602 (AKT 6d 801),P535379,a168b93f-1b87-4347-ba6e-13046899627e,B007268
cdli_id,P535380,Q1365233,1365233,Cuneiform Tablet Kt 94/k 603 (AKT 6d 789),Kt 94/k 603 | AKT 6d 789 | P535380 | Cuneiform Tablet Kt 94/k 603 (AKT 6d 789),P535380,6404d683-e875-48cf-9acf-b1d93b4dbf5b,B005742
cdli_id,P535381,Q1366418,1366418,Cuneiform Tablet Kt 94/k 605 (AKT 6d 790),Kt 94/k 605 | AKT 6d 790 | P535381 | Cuneiform Tablet Kt 94/k 605 (AKT 6d 790),P535381,941d2c79-fd8e-494c-9016-1a3119fbd1d2,B006933
cdli_id,P535382,Q1363314,1363314,Cuneiform Tablet Kt 94/k 607a (AKT 6d 791),Kt 94/k 607a | AKT 6d 791 | P535382 | Cuneiform Tablet Kt 94/k 607a (AKT 6d 791),P535382,153d2a73-1831-42ae-9137-efede68d487e,B003807
cdli_id,P535383,Q1363615,1363615,Cuneiform Tablet Kt 94/k 610a (AKT 6d 779),Kt 94/k 610a | AKT 6d 779 | P535383 | Cuneiform Tablet Kt 94/k 610a (AKT 6d 779),P535383,21c5a1a6-fea2-48f4-805e-8c6ff209180b,B004111
cdli_id,P535384,Q1363834,1363834,Cuneiform Tablet Kt 94/k 622 (AKT 6d 858),Kt 94/k 622 | AKT 6d 858 | P535384 | Cuneiform Tablet Kt 94/k 622 (AKT 6d 858),P535384,2b7c31b2-d3c9-44b4-a2c7-30a7263843bd,B004332
cdli_id,P535385,Q1368274,1368274,Cuneiform Tablet Kt 94/k 631 (AKT 6d 761),Kt 94/k 631 | AKT 6d 761 | P535385 | Cuneiform Tablet Kt 94/k 631 (AKT 6d 761),P535385,e00b483f-aa8d-47f2-a31a-1576b30a92f5,B008792
cdli_id,P535386,Q1368035,1368035,Cuneiform Tablet Kt 94/k 665 (AKT 6d 861),Kt 94/k 665 | AKT 6d 861 | P535386 | Cuneiform Tablet Kt 94/k 665 (AKT 6d 861),P535386,d682d31e-5125-4ad4-ad68-5e2bfd4f724c,B008552
cdli_id,P535387,Q1367445,1367445,Cuneiform Tablet Kt 94/k 724 (AKT 6d 862),Kt 94/k 724 | AKT 6d 862 | P535387 | Cuneiform Tablet Kt 94/k 724 (AKT 6d 862),P535387,beca1033-46e5-4e34-947f-2642b94d92af,B007958
cdli_id,P535388,Q1364283,1364283,Cuneiform Tablet Kt 94/k 754 (AKT 6d 758),Kt 94/k 754 | AKT 6d 758 | P535388 | Cuneiform Tablet Kt 94/k 754 (AKT 6d 758),P535388,3eb34a02-47fa-4d57-b6ea-b75aa256b588,B004782
cdli_id,P535389,Q1366623,1366623,Cuneiform Tablet Kt 94/k 762 (AKT 6d 834),Kt 94/k 762 | AKT 6d 834 | P535389 | Cuneiform Tablet Kt 94/k 762 (AKT 6d 834),P535389,9b81ba0f-a2e2-47b4-918e-65e7f9cc28a4,B007138
cdli_id,P535390,Q1363454,1363454,Cuneiform Tablet Kt 94/k 778 (AKT 6d 746),Kt 94/k 778 | AKT 6d 746 | P535390 | Cuneiform Tablet Kt 94/k 778 (AKT 6d 746),P535390,1a6009c4-1e50-4c39-bf39-4b9e3a111c14,B003949
cdli_id,P535391,Q1367730,1367730,Cuneiform Tablet Kt 94/k 781 (AKT 6d 737),Kt 94/k 781 | AKT 6d 737 | P535391 | Cuneiform Tablet Kt 94/k 781 (AKT 6d 737),P535391,c9566d2c-92c9-4aea-8071-811983de5f3c,B008245
cdli_id,P535392,Q1367147,1367147,Cuneiform Tablet Kt 94/k 785 (AKT 6d 857),Kt 94/k 785 | AKT 6d 857 | P535392 | Cuneiform Tablet Kt 94/k 785 (AKT 6d 857),P535392,b31ac79a-0b4b-4615-8ca7-2068d8fb6802,B007659
cdli_id,P535393,Q1366791,1366791,Cuneiform Tablet Kt 94/k 792 (AKT 6d 856),Kt 94/k 792 | AKT 6d 856 | P535393 | Cuneiform Tablet Kt 94/k 792 (AKT 6d 856),P535393,a35430e1-52eb-4238-8bb6-5d50b186f070,B007307
cdli_id,P535394,Q1368834,1368834,Cuneiform Tablet Kt 94/k 793 (AKT 6d 854),Kt 94/k 793 | AKT 6d 854 | P535394 | Cuneiform Tablet Kt 94/k 793 (AKT 6d 854),P535394,f8317e4a-b7c1-4a17-aed2-e93aef5aa2ff,B009356
cdli_id,P535395,Q1366011,1366011,Cuneiform Tablet Kt 94/k 861a (AKT 6d 744),Kt 94/k 861a | AKT 6d 744 | P535395 | Cuneiform Tablet Kt 94/k 861a (AKT 6d 744),P535395,82c3b6d6-aff8-4c0d-bf28-68a569b40d29,B006523
cdli_id,P535396,Q1365040,1365040,Cuneiform Tablet Kt 94/k 866a (AKT 6d 815),Kt 94/k 866a | AKT 6d 815 | P535396 | Cuneiform Tablet Kt 94/k 866a (AKT 6d 815),P535396,5bc129ab-3f22-45d9-9a7e-0327aa3cfc1c,B005548
cdli_id,P535397,Q1364259,1364259,Cuneiform Tablet Kt 94/k 867b (AKT 6d 814),Kt 94/k 867b | AKT 6d 814 | P535397 | Cuneiform Tablet Kt 94/k 867b (AKT 6d 814),P535397,3df6ee30-93c0-4e3e-9381-7d43a8e0b2a7,B004758
cdli_id,P535398,Q1363218,1363218,Cuneiform Tablet Kt 94/k 868 (AKT 6d 822),Kt 94/k 868 | AKT 6d 822 | P535398 | Cuneiform Tablet Kt 94/k 868 (AKT 6d 822),P535398,10bd64cd-2f89-4634-a5ca-e28bba719142,B003711
cdli_id,P535399,Q1367833,1367833,Cuneiform Tablet Kt 94/k 869a (AKT 6d 764),Kt 94/k 869a | AKT 6d 764 | P535399 | Cuneiform Tablet Kt 94/k 869a (AKT 6d 764),P535399,ce069d90-f690-4a93-9260-c316a9467748,B008349
cdli_id,P535400,Q1364991,1364991,Cuneiform Tablet Kt 94/k 870 (AKT 6d 812),Kt 94/k 870 | AKT 6d 812 | P535400 | Cuneiform Tablet Kt 94/k 870 (AKT 6d 812),P535400,5a172055-735c-4baf-91fd-b0a571f754f2,B005498
cdli_id,P535401,Q1364584,1364584,Cuneiform Tablet Kt 94/k 872b (AKT 6d 818),Kt 94/k 872b | AKT 6d 818 | P535401 | Cuneiform Tablet Kt 94/k 872b (AKT 6d 818),P535401,4a1ecde0-c0f0-4170-a0bf-bc8fc0c997a9,B005084
cdli_id,P535402,Q1363679,1363679,Cuneiform Tablet Kt 94/k 873 (AKT 6d 838),Kt 94/k 873 | AKT 6d 838 | P535402 | Cuneiform Tablet Kt 94/k 873 (AKT 6d 838),P535402,242f3ad6-e06a-45c8-9c9e-52ae95661357,B004176
cdli_id,P535403,Q1367829,1367829,Cuneiform Tablet Kt 94/k 885 (AKT 6d 833),Kt 94/k 885 | AKT 6d 833 | P535403 | Cuneiform Tablet Kt 94/k 885 (AKT 6d 833),P535403,cde3a4b0-6249-49ec-a62b-4fee8d458cb2,B008345
cdli_id,P535404,Q1366245,1366245,Cuneiform Tablet Kt 94/k 887b (AKT 6d 845),Kt 94/k 887b | AKT 6d 845 | P535404 | Cuneiform Tablet Kt 94/k 887b (AKT 6d 845),P535404,8c515281-5607-4490-9042-1eaeaf7221fb,B006759
cdli_id,P535405,Q1364035,1364035,Cuneiform Tablet Kt 94/k 910 (AKT 6d 802),Kt 94/k 910 | AKT 6d 802 | P535405 | Cuneiform Tablet Kt 94/k 910 (AKT 6d 802),P535405,343c6974-3498-465b-add5-e7458784f609,B004533
cdli_id,P535406,Q1363617,1363617,Cuneiform Tablet Kt 94/k 912 (AKT 6d 749),Kt 94/k 912 | AKT 6d 749 | P535406 | Cuneiform Tablet Kt 94/k 912 (AKT 6d 749),P535406,21d04dee-29db-41b2-b5c1-24a3445d22b7,B004113
cdli_id,P535407,Q1363744,1363744,Cuneiform Tablet Kt 94/k 918 (AKT 6d 853),Kt 94/k 918 | AKT 6d 853 | P535407 | Cuneiform Tablet Kt 94/k 918 (AKT 6d 853),P535407,27159446-c141-4168-b7fc-8d8ad8d3e696,B004242
cdli_id,P535408,Q1365148,1365148,Cuneiform Tablet Kt 94/k 925 (AKT 6d 825),Kt 94/k 925 | AKT 6d 825 | P535408 | Cuneiform Tablet Kt 94/k 925 (AKT 6d 825),P535408,6097bb85-b3ab-424d-9e8a-7f3cb8c4d85b,B005656
cdli_id,P535409,Q1363214,1363214,Cuneiform Tablet Kt 94/k 935 (AKT 6d 770),Kt 94/k 935 | AKT 6d 770 | P535409 | Cuneiform Tablet Kt 94/k 935 (AKT 6d 770),P535409,109b48be-522c-4591-8ff3-3c36655f7608,B003707
cdli_id,P535410,Q1363813,1363813,Cuneiform Tablet Kt 94/k 963 (AKT 6d 748),Kt 94/k 963 | AKT 6d 748 | P535410 | Cuneiform Tablet Kt 94/k 963 (AKT 6d 748),P535410,2a512493-0c32-4842-9a35-b2d45573443c,B004311
cdli_id,P535411,Q1363490,1363490,Cuneiform Tablet Kt 94/k 969 (AKT 6d 837),Kt 94/k 969 | AKT 6d 837 | P535411 | Cuneiform Tablet Kt 94/k 969 (AKT 6d 837),P535411,1bd6a299-c588-4bc2-8050-df90b0373390,B003985
cdli_id,P535412,Q1365741,1365741,Cuneiform Tablet Kt 94/k 972 (AKT 6d 843),Kt 94/k 972 | AKT 6d 843 | P535412 | Cuneiform Tablet Kt 94/k 972 (AKT 6d 843),P535412,77566475-bbd8-49a5-a64a-6c32e762093b,B006252
cdli_id,P535413,Q1368199,1368199,Cuneiform Tablet Kt 94/k 979 (AKT 6d 811),Kt 94/k 979 | AKT 6d 811 | P535413 | Cuneiform Tablet Kt 94/k 979 (AKT 6d 811),P535413,dcc770f2-c467-47c2-99c0-a6a4f5dcb4aa,B008717
cdli_id,P535414,Q1366618,1366618,Cuneiform Tablet Kt 94/k 985 (AKT 6d 863),Kt 94/k 985 | AKT 6d 863 | P535414 | Cuneiform Tablet Kt 94/k 985 (AKT 6d 863),P535414,9b777791-39c9-4df0-9b8d-dea89df132e2,B007133
cdli_id,P535415,Q1364494,1364494,Cuneiform Tablet Kt 94/k 999 (AKT 6d 795),Kt 94/k 999 | AKT 6d 795 | P535415 | Cuneiform Tablet Kt 94/k 999 (AKT 6d 795),P535415,46edfe73-4380-41d6-be65-cb560f283a6e,B004994
cdli_id,P535416,Q1364443,1364443,Cuneiform Tablet Kt 94/k 1019 (AKT 6d 777),Kt 94/k 1019 | AKT 6d 777 | P535416 | Cuneiform Tablet Kt 94/k 1019 (AKT 6d 777),P535416,44f8eb46-7002-4024-b96c-2a9e050b5e5c,B004943
cdli_id,P535417,Q1363324,1363324,Cuneiform Tablet Kt 94/k 1031b (AKT 6d 828),Kt 94/k 1031b | AKT 6d 828 | P535417 | Cuneiform Tablet Kt 94/k 1031b (AKT 6d 828),P535417,15a85aae-a70f-43ca-8af1-f8cd24aaae60,B003817
