repair_status,cdli_id,live_cdli_id,factgrid_qid,artifact_label,live_label_en,live_description_en,live_period_property,live_period_qid,live_period_label,expected_period_label,correct_period_qid,repair_note
ready,270146,P270146,Q2012290,"RINAP 5/3, Ashurbanipal x2016, ex. 007-008","Cuneiform Artifact RINAP 5/3, Ashurbanipal x2016, ex. 007-008",,P853,Q512159,Late Babylonian Period,Neo-Assyrian Period,Q512158,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,270853,P270853,Q2165698,EA 354,Cuneiform Tablet EA 354,,P853,Q512148,Ur III Period,Middle Babylonian Period,Q512154,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,272881,P272881,Q2151206,CDLI Seals 001371 (physical),Cuneiform Artifact CDLI Seals 001371 (physical),,P853,Q512151,Old Assyrian Period,Early Old Babylonian Period,Q512150,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,274543,P274543,Q2166139,"ZA 004, 159 9","Cuneiform Tablet ZA 004, 159 9",,P853,Q512155,Middle Assyrian Period,Neo-Assyrian Period,Q512158,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,274810,P274810,Q2163770,SAKF 144,Cuneiform Tablet SAKF 144,,P853,Q512150,Early Old Babylonian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,278833,P278833,Q2167644,N 3856,Cuneiform Tablet N 3856,,P853,Q512148,Ur III Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,279371,P279371,Q2165164,N 4513,Cuneiform Tablet N 4513,,P853,Q512148,Ur III Period,Middle Babylonian Period,Q512154,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,279721,P279721,Q2168103,N 5525,Cuneiform Tablet N 5525,,P853,Q512148,Ur III Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,281145,P281145,Q2164657,NATN p. 61 catalogue,Cuneiform Tablet NATN p. 61 catalogue,,P853,Q512158,Neo-Assyrian Period,Ur III Period,Q512148,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,282616,P282616,Q2163676,"KAL 12, 03","Cuneiform Tablet KAL 12, 03",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,283528,P283528,Q2162099,"MARV 8, 54","Cuneiform Tablet MARV 8, 54",,P853,Q512146,Lagash II Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,285239,P285239,Q2024365,"BAM 2, 143","Cuneiform Tablet BAM 2, 143",,P853,Q512159,Late Babylonian Period,Neo-Assyrian Period,Q512158,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,285281,P285281,Q2167089,"BAM 2, 189","Cuneiform Tablet BAM 2, 189",,P853,Q512159,Late Babylonian Period,Neo-Assyrian Period,Q512158,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,285413,P285413,Q2152545,"BAM 4, 333","Cuneiform Tablet BAM 4, 333",,P853,Q512159,Late Babylonian Period,Neo-Assyrian Period,Q512158,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,285429,P285429,Q2163730,"BAM 4, 357","Cuneiform Tablet BAM 4, 357",,P853,Q512159,Late Babylonian Period,Neo-Assyrian Period,Q512158,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,289826,P289826,Q2166311,YBC 16999,Cuneiform Artifact YBC 16999,,P853,Q512148,Ur III Period,Lagash II Period,Q512146,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,291515,P291515,Q2165852,"BIN 01, 149","Cuneiform Tablet BIN 01, 149",,P853,Q512146,Lagash II Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,292293,P292293,Q2164014,"BIN 02, 038","Cuneiform Artifact BIN 02, 038",,P853,Q512158,Neo-Assyrian Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,292769,P292769,Q2163088,"BIN 07, 177","Cuneiform Tablet BIN 07, 177",,P853,Q512148,Ur III Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,293528,P293528,Q2166064,NBC 04431,Cuneiform Tablet NBC 04431,,P853,Q512146,Lagash II Period,Ur III Period,Q512148,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,294717,P294717,Q2166213,"GCCI 2, 386","Cuneiform Tablet GCCI 2, 386",,P853,Q512148,Ur III Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,295556,P295556,Q2164282,MLC 00767,Cuneiform Tablet MLC 00767,,P853,Q512158,Neo-Assyrian Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,297091,P297091,Q2163351,"BIN 01, 135","Cuneiform Tablet BIN 01, 135",,P853,Q512158,Neo-Assyrian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,297838,P297838,Q2166355,"YOS 17, 106","Cuneiform Tablet YOS 17, 106",,P853,Q512148,Ur III Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,298364,P298364,Q2162700,NBC 06449,Cuneiform Tablet NBC 06449,,P853,Q512148,Ur III Period,Early Old Babylonian Period,Q512150,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,300560,P300560,Q2162687,NBC 09393,Cuneiform Tablet NBC 09393,,P853,Q512148,Ur III Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,300833,P300833,Q2165269,NBC 09716,Cuneiform Artifact NBC 09716,,P853,Q512150,Early Old Babylonian Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,301371,P301371,Q2168196,NBC 10436,Cuneiform Tablet NBC 10436,,P853,Q512158,Neo-Assyrian Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,304523,P304523,Q2167490,YBC 01959,Cuneiform Tablet YBC 01959,,P853,Q512158,Neo-Assyrian Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,304870,P304870,Q2164826,YBC 03431,Cuneiform Tablet YBC 03431,,P853,Q512148,Ur III Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,305298,P305298,Q2162585,"YOS 06, 001","Cuneiform Tablet YOS 06, 001",,P853,Q512146,Lagash II Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,305332,P305332,Q2162198,"YOS 07, 043","Cuneiform Tablet YOS 07, 043",,P853,Q512148,Ur III Period,Achaemenid Period,Q512163,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,310130,P310130,Q2166532,"YOS 17, 245","Cuneiform Tablet YOS 17, 245",,P853,Q512150,Early Old Babylonian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,310999,P310999,Q2163135,YBC 10713,Cuneiform Tablet YBC 10713,,P853,Q512148,Ur III Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,314173,P314173,Q2163502,"CT 53, 763","Cuneiform Tablet CT 53, 763",,P853,Q512155,Middle Assyrian Period,Neo-Assyrian Period,Q512158,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,314489,P314489,Q2163801,"CT 55, 098","Cuneiform Tablet CT 55, 098",,P853,Q512155,Middle Assyrian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,315332,P315332,Q2165683,TJA UMM G 07,Cuneiform Tablet TJA UMM G 07,,P853,Q512148,Ur III Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,318500,P318500,Q2167191,BM 018978,Cuneiform Tablet BM 018978,,P853,Q512158,Neo-Assyrian Period,Ur III Period,Q512148,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,319741,P319741,Q2164670,BM 022016,Cuneiform Tablet BM 022016,,P853,Q512146,Lagash II Period,Ur III Period,Q512148,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,331397,P331397,Q2165295,"Nisaba 05/1, 367","Cuneiform Tablet Nisaba 05/1, 367",,P853,Q512146,Lagash II Period,Ur III Period,Q512148,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,3319,P003319,Q2168233,"W 19684,a","Cuneiform Tablet W 19684,a",,P853,Q512148,Ur III Period,Uruk IV Period,Q512132,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,332978,P332978,Q2163316,LinElam X,Cuneiform Artifact LinElam X,,P853,Q512145,Linear Elamite Period,Linear Elamite Period,Q512146,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,336901,P336901,Q2163101,"StAT 2, 093","Cuneiform Tablet StAT 2, 093",,P853,Q512161,Neo-Babylonian Period,Neo-Assyrian Period,Q512158,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,341095,P341095,Q2166820,"BPOA 02, 2439","Cuneiform Tablet BPOA 02, 2439",,P853,Q512150,Early Old Babylonian Period,Ur III Period,Q512148,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,342713,P342713,Q2163522,NYPLC 008,Cuneiform Tablet NYPLC 008,,P853,Q512155,Middle Assyrian Period,Ur III Period,Q512148,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,345490,P345490,Q2013565,CDLI Seals 022469 (physical),Cuneiform Artifact CDLI Seals 022469 (physical),,P853,Q512155,Middle Assyrian Period,Middle Babylonian Period,Q512154,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,345594,P345594,Q2170135,"CT 44, 89","Cuneiform Tablet CT 44, 89",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,347157,P347157,Q1938257,"VS 24, 038","Cuneiform Tablet VS 24, 038",,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,347511,P347511,Q2163825,"OECT 15, 169","Cuneiform Tablet OECT 15, 169",,P853,Q512158,Neo-Assyrian Period,Middle Babylonian Period,Q512154,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,347842,P347842,Q2166467,"Ras Shamra-Ougarit 07, 004","Cuneiform Tablet Ras Shamra-Ougarit 07, 004",,P853,Q512158,Neo-Assyrian Period,Middle Babylonian Period,Q512154,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,350684,P350684,Q2165048,"ARM 12, 241","Cuneiform Tablet ARM 12, 241",,P853,Q512146,Lagash II Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,351996,P351996,Q2165357,"ARM 19, 457","Cuneiform Tablet ARM 19, 457",,P853,Q512148,Ur III Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,352343,P352343,Q2167493,"ARM 21, 341","Cuneiform Tablet ARM 21, 341",,P853,Q512158,Neo-Assyrian Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,352617,P352617,Q2165460,"ARM 22, 171","Cuneiform Tablet ARM 22, 171",,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,352656,P352656,Q2151649,"ARM 22, 210 + 214","Cuneiform Tablet ARM 22, 210 + 214",,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,353102,P353102,Q2164385,"ARM 23, 314","Cuneiform Tablet ARM 23, 314",,P853,Q512150,Early Old Babylonian Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,353552,P353552,Q2162350,"ARM 24, 137","Cuneiform Tablet ARM 24, 137",,P853,Q512148,Ur III Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,354297,P354297,Q2162392,"ARM 25, 558","Cuneiform Tablet ARM 25, 558",,P853,Q512146,Lagash II Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,355486,P355486,Q2167263,"ARM 31, 064","Cuneiform Tablet ARM 31, 064",,P853,Q512150,Early Old Babylonian Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,357141,P357141,Q2165106,BWL pl. 65 K 15227+,Cuneiform Tablet BWL pl. 65 K 15227+,,P853,Q512155,Middle Assyrian Period,Neo-Assyrian Period,Q512158,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,365030,P365030,Q2167237,LBAT 0937,Cuneiform Tablet LBAT 0937,,P853,Q512146,Lagash II Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,365933,P365933,Q2162460,"CT 28, pl. 38, K 03143","Cuneiform Tablet CT 28, pl. 38, K 03143",,P853,Q512148,Ur III Period,Neo-Assyrian Period,Q512158,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,366348,P366348,Q2165767,"CT 56, 033","Cuneiform Tablet CT 56, 033",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,366466,P366466,Q2063586,"CT 56, 151","Cuneiform Tablet CT 56, 151",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,366535,P366535,Q2169005,"CT 56, 220","Cuneiform Tablet CT 56, 220",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,366558,P366558,Q2162623,"CT 56, 243","Cuneiform Tablet CT 56, 243",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,366574,P366574,Q2166740,"CT 56, 259","Cuneiform Tablet CT 56, 259",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,366763,P366763,Q2163844,"CT 56, 448","Cuneiform Tablet CT 56, 448",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,366827,P366827,Q2166892,"CT 56, 512","Cuneiform Tablet CT 56, 512",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,366889,P366889,Q2169603,"CT 56, 574","Cuneiform Tablet CT 56, 574",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,366923,P366923,Q2169339,"CT 56, 608","Cuneiform Tablet CT 56, 608",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,366935,P366935,Q2147786,"CT 56, 620","Cuneiform Tablet CT 56, 620",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,368602,P368602,Q2165533,"TCL 32, 116","Cuneiform Tablet TCL 32, 116",,P853,Q512148,Ur III Period,Proto-Elamite Period,Q512135,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,369443,P369443,Q2163507,OBTI 013,Cuneiform Tablet OBTI 013,,P853,Q512146,Lagash II Period,Early Old Babylonian Period,Q512150,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,369910,P369910,Q2166223,"MDP 27, 163","Cuneiform Tablet MDP 27, 163",,P853,Q512148,Ur III Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,371423,P371423,Q2166187,"VS 03, 134","Cuneiform Tablet VS 03, 134",,P853,Q512148,Ur III Period,Achaemenid Period,Q512163,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,371931,P371931,Q2166171,"VS 06, 036","Cuneiform Tablet VS 06, 036",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,371966,P371966,Q892473,"VS 06, 071","Cuneiform Tablet VS 06, 071",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,371970,P371970,Q2163761,"VS 06, 075","Cuneiform Tablet VS 06, 075",,P853,Q512148,Ur III Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,371989,P371989,Q2167801,"VS 06, 094","Cuneiform Tablet VS 06, 094",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,372130,P372130,Q2047314,"VS 06, 235","Cuneiform Tablet VS 06, 235",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
